max_temp,min_temp,yr,mo,da
30,20,44,7,11
27.77777778,19.44444444,44,7,12
25.55555556,19.44444444,44,7,13
24.44444444,19.44444444,44,7,14
25.55555556,18.33333333,44,7,15
25.55555556,16.66666667,44,7,16
25.55555556,20,44,7,17
26.11111111,18.33333333,44,7,18
26.11111111,17.77777778,44,7,19
26.11111111,19.44444444,44,7,20
26.11111111,17.77777778,44,7,21
26.66666667,18.33333333,44,7,22
26.66666667,16.66666667,44,7,23
26.66666667,20.55555556,44,7,24
26.66666667,21.11111111,44,7,25
27.77777778,20,44,7,26
27.77777778,20,44,7,27
28.33333333,19.44444444,44,7,28
30,18.88888889,44,7,29
32.77777778,18.88888889,44,7,30
26.66666667,18.33333333,44,7,31
27.22222222,21.11111111,44,8,1
26.66666667,20.55555556,44,8,2
27.22222222,21.11111111,44,8,3
26.66666667,18.88888889,44,8,4
28.33333333,19.44444444,44,8,5
28.88888889,21.11111111,44,8,6
28.33333333,21.11111111,44,8,7
26.66666667,18.33333333,44,8,8
26.11111111,19.44444444,44,8,9
26.11111111,18.88888889,44,8,10
26.66666667,18.88888889,44,8,11
27.77777778,19.44444444,44,8,12
27.77777778,21.11111111,44,8,13
27.22222222,19.44444444,44,8,14
27.22222222,18.88888889,44,8,15
28.33333333,20.55555556,44,8,16
27.22222222,20.55555556,44,8,17
26.66666667,17.77777778,44,8,18
27.22222222,20.55555556,44,8,19
27.77777778,18.33333333,44,8,20
23.88888889,17.22222222,44,8,21
25.55555556,17.22222222,44,8,22
25,16.66666667,44,8,23
26.11111111,16.66666667,44,8,24
27.22222222,16.66666667,44,8,25
26.66666667,19.44444444,44,8,26
26.66666667,19.44444444,44,8,27
26.66666667,18.88888889,44,8,28
26.66666667,18.33333333,44,8,29
24.44444444,18.88888889,44,8,30
26.11111111,16.11111111,44,8,31
26.66666667,18.88888889,44,9,1
26.66666667,18.33333333,44,9,2
27.22222222,20,44,9,3
25,21.11111111,44,9,4
23.33333333,21.11111111,44,9,5
26.66666667,21.11111111,44,9,6
24.44444444,17.77777778,44,9,7
25,14.44444444,44,9,8
26.11111111,13.33333333,44,9,9
26.66666667,18.88888889,44,9,10
26.11111111,20,44,9,11
26.11111111,18.33333333,44,9,12
26.11111111,17.22222222,44,9,13
26.11111111,17.77777778,44,9,14
27.22222222,19.44444444,44,9,15
26.66666667,20.55555556,44,9,16
27.22222222,20,44,9,17
26.11111111,20,44,9,18
26.66666667,17.77777778,44,9,19
25.55555556,19.44444444,44,9,20
25,17.22222222,44,9,21
25.55555556,16.11111111,44,9,22
26.66666667,17.22222222,44,9,23
26.66666667,18.88888889,44,9,24
25.55555556,17.22222222,44,9,25
26.11111111,18.33333333,44,9,26
25.55555556,17.22222222,44,9,27
26.66666667,17.77777778,44,9,28
25.55555556,17.77777778,44,9,29
25.55555556,16.66666667,44,9,30
27.22222222,17.22222222,44,10,1
27.22222222,20,44,10,2
31.11111111,22.77777778,44,10,3
26.11111111,19.44444444,44,10,4
25,18.33333333,44,10,5
22.77777778,11.11111111,44,10,6
24.44444444,12.77777778,44,10,7
22.77777778,16.66666667,44,10,8
23.88888889,11.11111111,44,10,9
23.33333333,12.22222222,44,10,10
23.88888889,13.33333333,44,10,11
24.44444444,13.33333333,44,10,12
23.33333333,12.77777778,44,10,13
22.22222222,11.66666667,44,10,14
25.55555556,11.11111111,44,10,15
25.55555556,15,44,10,16
24.44444444,14.44444444,44,10,17
23.33333333,15,44,10,18
23.88888889,13.88888889,44,10,19
26.11111111,13.88888889,44,10,20
23.88888889,15,44,10,21
23.33333333,10.55555556,44,10,22
22.77777778,11.66666667,44,10,23
23.33333333,10,44,10,24
22.22222222,12.77777778,44,10,25
22.22222222,8.888888889,44,10,26
24.44444444,7.777777778,44,10,27
23.88888889,8.333333333,44,10,28
21.66666667,12.22222222,44,10,29
21.11111111,9.444444444,44,10,30
18.88888889,11.11111111,44,10,31
15.55555556,12.22222222,44,11,1
20.55555556,11.66666667,44,11,2
18.88888889,11.11111111,44,11,3
23.33333333,8.888888889,44,11,4
21.11111111,7.777777778,44,11,5
21.11111111,8.333333333,44,11,6
22.22222222,7.222222222,44,11,7
21.66666667,10.55555556,44,11,8
21.66666667,14.44444444,44,11,9
25.55555556,11.66666667,44,11,10
24.44444444,14.44444444,44,11,11
25.55555556,13.88888889,44,11,12
23.33333333,11.66666667,44,11,13
22.22222222,7.777777778,44,11,14
21.11111111,8.333333333,44,11,15
22.22222222,11.11111111,44,11,16
30.55555556,10.55555556,44,11,17
21.11111111,15.55555556,44,11,18
21.11111111,15,44,11,19
23.33333333,9.444444444,44,11,20
21.66666667,13.88888889,44,11,21
22.77777778,14.44444444,44,11,22
20,15,44,11,23
18.88888889,15,44,11,24
21.66666667,14.44444444,44,11,25
19.44444444,12.77777778,44,11,26
21.11111111,12.22222222,44,11,27
21.11111111,10.55555556,44,11,28
25,8.333333333,44,11,29
23.33333333,11.11111111,44,11,30
23.33333333,9.444444444,44,12,1
21.66666667,10.55555556,44,12,2
23.33333333,9.444444444,44,12,3
22.22222222,7.222222222,44,12,4
21.11111111,8.888888889,44,12,5
18.88888889,9.444444444,44,12,6
18.88888889,6.111111111,44,12,7
17.77777778,8.333333333,44,12,8
15.55555556,8.333333333,44,12,9
15,5.555555556,44,12,10
15.55555556,4.444444444,44,12,11
16.66666667,4.444444444,44,12,12
17.22222222,6.666666667,44,12,13
18.33333333,8.333333333,44,12,14
18.33333333,7.777777778,44,12,15
18.33333333,8.888888889,44,12,16
20,6.111111111,44,12,17
17.77777778,11.11111111,44,12,18
16.11111111,8.333333333,44,12,19
15,7.777777778,44,12,20
15,3.888888889,44,12,21
17.77777778,3.333333333,44,12,22
14.44444444,6.111111111,44,12,23
15.55555556,6.111111111,44,12,24
13.88888889,5.555555556,44,12,25
12.22222222,5.555555556,44,12,26
12.77777778,6.666666667,44,12,27
13.88888889,6.111111111,44,12,28
15,5,44,12,29
15.55555556,3.333333333,44,12,30
15.55555556,2.222222222,44,12,31
16.66666667,1.111111111,45,1,1
14.44444444,2.777777778,45,1,2
13.88888889,0,45,1,3
16.66666667,3.888888889,45,1,4
13.88888889,5.555555556,45,1,5
13.33333333,1.111111111,45,1,6
13.88888889,1.666666667,45,1,7
15.55555556,0.555555556,45,1,8
13.33333333,3.888888889,45,1,9
14.44444444,5,45,1,10
14.44444444,3.333333333,45,1,11
13.33333333,7.222222222,45,1,12
11.66666667,6.111111111,45,1,13
12.22222222,5.555555556,45,1,14
12.77777778,6.111111111,45,1,15
14.44444444,6.111111111,45,1,16
13.88888889,7.777777778,45,1,17
14.44444444,6.111111111,45,1,18
15.55555556,4.444444444,45,1,19
15,5,45,1,20
14.44444444,8.888888889,45,1,21
14.44444444,6.666666667,45,1,22
16.11111111,6.111111111,45,1,23
17.22222222,4.444444444,45,1,24
17.77777778,5,45,1,25
16.66666667,8.888888889,45,1,26
15,7.222222222,45,1,27
13.88888889,6.666666667,45,1,28
16.66666667,7.777777778,45,1,29
16.66666667,10,45,1,30
21.66666667,7.222222222,45,1,31
18.33333333,8.888888889,45,2,1
17.22222222,7.222222222,45,2,2
18.33333333,10,45,2,3
16.11111111,8.888888889,45,2,4
16.66666667,7.222222222,45,2,5
17.77777778,8.888888889,45,2,6
16.66666667,8.888888889,45,2,7
15.55555556,9.444444444,45,2,8
15.55555556,10.55555556,45,2,9
17.22222222,8.333333333,45,2,10
16.66666667,7.222222222,45,2,11
17.77777778,8.333333333,45,2,12
17.22222222,6.111111111,45,2,13
16.66666667,10.55555556,45,2,14
17.22222222,9.444444444,45,2,15
16.66666667,7.777777778,45,2,16
16.66666667,8.333333333,45,2,17
17.77777778,8.888888889,45,2,18
17.22222222,6.666666667,45,2,19
17.22222222,8.888888889,45,2,20
18.88888889,6.666666667,45,2,21
16.11111111,6.111111111,45,2,22
16.66666667,5.555555556,45,2,23
16.66666667,6.111111111,45,2,24
17.22222222,4.444444444,45,2,25
16.66666667,4.444444444,45,2,26
17.77777778,3.333333333,45,2,27
17.77777778,3.888888889,45,2,28
18.88888889,5.555555556,45,3,1
21.66666667,5,45,3,2
18.88888889,8.888888889,45,3,3
18.33333333,10,45,3,4
17.22222222,10.55555556,45,3,5
17.77777778,6.666666667,45,3,6
19.44444444,5,45,3,7
19.44444444,7.222222222,45,3,8
18.88888889,6.666666667,45,3,9
20,5,45,3,10
23.88888889,6.111111111,45,3,11
25,9.444444444,45,3,12
19.44444444,8.888888889,45,3,13
18.33333333,12.22222222,45,3,14
18.88888889,12.77777778,45,3,15
18.33333333,12.77777778,45,3,16
16.66666667,12.77777778,45,3,17
18.33333333,7.777777778,45,3,18
19.44444444,8.333333333,45,3,19
23.88888889,11.11111111,45,3,20
27.22222222,13.33333333,45,3,21
25.55555556,11.11111111,45,3,22
21.66666667,10,45,3,23
18.33333333,11.66666667,45,3,24
21.66666667,13.88888889,45,3,25
11.66666667,9.444444444,45,3,26
17.77777778,7.777777778,45,3,27
19.44444444,8.333333333,45,3,28
20,8.888888889,45,3,29
21.11111111,8.333333333,45,3,30
21.66666667,10,45,3,31
20.55555556,10,45,4,1
22.22222222,10.55555556,45,4,2
21.11111111,8.888888889,45,4,3
21.66666667,12.77777778,45,4,4
22.77777778,13.33333333,45,4,5
26.11111111,10.55555556,45,4,6
32.77777778,18.33333333,45,4,7
21.11111111,12.22222222,45,4,8
32.22222222,14.44444444,45,4,9
25.55555556,15,45,4,10
22.22222222,13.33333333,45,4,11
23.33333333,11.66666667,45,4,12
22.77777778,13.88888889,45,4,13
21.11111111,12.22222222,45,4,14
20.55555556,12.22222222,45,4,15
20.55555556,12.22222222,45,4,16
20.55555556,13.88888889,45,4,17
22.22222222,12.22222222,45,4,18
35.55555556,16.11111111,45,4,19
32.22222222,19.44444444,45,4,20
35,21.11111111,45,4,21
31.11111111,16.66666667,45,4,22
25,17.22222222,45,4,23
22.22222222,16.11111111,45,4,24
22.77777778,12.77777778,45,4,25
21.11111111,15,45,4,26
21.66666667,16.66666667,45,4,27
21.66666667,14.44444444,45,4,28
21.66666667,11.11111111,45,4,29
21.11111111,12.22222222,45,4,30
20,15,45,5,1
21.11111111,12.22222222,45,5,2
19.44444444,12.22222222,45,5,3
21.66666667,12.77777778,45,5,4
22.77777778,12.77777778,45,5,5
31.11111111,12.77777778,45,5,6
23.88888889,14.44444444,45,5,7
24.44444444,15,45,5,8
24.44444444,13.88888889,45,5,9
25,14.44444444,45,5,10
22.77777778,12.77777778,45,5,11
23.33333333,13.88888889,45,5,12
22.22222222,16.66666667,45,5,13
21.66666667,17.77777778,45,5,14
22.22222222,12.77777778,45,5,15
22.77777778,13.88888889,45,5,16
22.77777778,17.22222222,45,5,17
26.66666667,16.66666667,45,5,18
23.33333333,17.77777778,45,5,19
22.77777778,17.77777778,45,5,20
22.22222222,16.11111111,45,5,21
22.77777778,13.33333333,45,5,22
22.22222222,14.44444444,45,5,23
21.11111111,15.55555556,45,5,24
21.66666667,13.88888889,45,5,25
22.22222222,13.33333333,45,5,26
23.33333333,15,45,5,27
22.77777778,16.66666667,45,5,28
22.22222222,13.33333333,45,5,29
22.22222222,16.66666667,45,5,30
22.77777778,15.55555556,45,5,31
23.33333333,14.44444444,45,6,1
22.22222222,16.11111111,45,6,2
21.66666667,15.55555556,45,6,3
22.77777778,16.66666667,45,6,4
23.33333333,16.66666667,45,6,5
23.88888889,18.88888889,45,6,6
23.88888889,18.88888889,45,6,7
23.88888889,18.88888889,45,6,8
26.11111111,19.44444444,45,6,9
28.88888889,17.77777778,45,6,10
35,20.55555556,45,6,11
33.33333333,20.55555556,45,6,12
26.66666667,16.66666667,45,6,13
25,18.88888889,45,6,14
25,17.77777778,45,6,15
25,17.77777778,45,6,16
25,19.44444444,45,6,17
24.44444444,17.77777778,45,6,18
23.33333333,19.44444444,45,6,19
23.33333333,17.77777778,45,6,20
23.33333333,16.66666667,45,6,21
23.88888889,17.22222222,45,6,22
25,17.22222222,45,6,23
26.11111111,20,45,6,24
23.88888889,20,45,6,25
23.33333333,20,45,6,26
24.44444444,20,45,6,27
24.44444444,19.44444444,45,6,28
24.44444444,18.33333333,45,6,29
25,17.22222222,45,6,30
24.44444444,19.44444444,45,7,1
24.44444444,19.44444444,45,7,2
23.88888889,18.88888889,45,7,3
23.33333333,18.88888889,45,7,4
23.88888889,18.88888889,45,7,5
25,20,45,7,6
23.88888889,18.33333333,45,7,7
24.44444444,17.77777778,45,7,8
23.33333333,19.44444444,45,7,9
25,18.88888889,45,7,10
22.77777778,17.22222222,45,7,11
24.44444444,19.44444444,45,7,12
24.44444444,18.88888889,45,7,13
23.88888889,20,45,7,14
23.88888889,16.66666667,45,7,15
24.44444444,17.77777778,45,7,16
25,18.88888889,45,7,17
24.44444444,18.88888889,45,7,18
23.33333333,18.88888889,45,7,19
27.22222222,19.44444444,45,7,20
35.55555556,20.55555556,45,7,21
37.77777778,23.33333333,45,7,22
37.22222222,21.66666667,45,7,23
29.44444444,21.11111111,45,7,24
25,20,45,7,25
23.88888889,20,45,7,26
23.88888889,18.33333333,45,7,27
23.88888889,19.44444444,45,7,28
23.33333333,18.88888889,45,7,29
22.22222222,20,45,7,30
23.33333333,18.88888889,45,7,31
23.88888889,17.77777778,45,8,1
25.55555556,17.22222222,45,8,2
25.55555556,20,45,8,3
25.55555556,21.11111111,45,8,4
26.11111111,20.55555556,45,8,5
23.33333333,20,45,8,6
23.88888889,18.88888889,45,8,7
23.88888889,18.33333333,45,8,8
23.88888889,15.55555556,45,8,9
26.11111111,16.11111111,45,8,10
24.44444444,19.44444444,45,8,11
24.44444444,20,45,8,12
23.33333333,18.88888889,45,8,13
24.44444444,18.33333333,45,8,14
24.44444444,16.66666667,45,8,15
24.44444444,17.77777778,45,8,16
23.33333333,19.44444444,45,8,17
22.77777778,18.88888889,45,8,18
22.77777778,18.88888889,45,8,19
23.88888889,16.66666667,45,8,20
23.33333333,17.22222222,45,8,21
23.88888889,18.33333333,45,8,22
23.88888889,19.44444444,45,8,23
23.33333333,17.77777778,45,8,24
24.44444444,18.33333333,45,8,25
23.88888889,19.44444444,45,8,26
25,20,45,8,27
23.33333333,17.77777778,45,8,28
23.33333333,18.88888889,45,8,29
23.33333333,15.55555556,45,8,30
23.88888889,12.77777778,45,8,31
25,16.66666667,45,9,1
23.88888889,19.44444444,45,9,2
26.11111111,18.88888889,45,9,3
25,18.88888889,45,9,4
26.11111111,15.55555556,45,9,5
30,18.88888889,45,9,6
27.22222222,18.88888889,45,9,7
25,18.33333333,45,9,8
23.33333333,15.55555556,45,9,9
23.33333333,16.11111111,45,9,10
25.55555556,17.77777778,45,9,11
23.88888889,17.22222222,45,9,12
23.33333333,18.88888889,45,9,13
25,18.88888889,45,9,14
23.88888889,16.66666667,45,9,15
24.44444444,16.11111111,45,9,16
30,18.88888889,45,9,17
22.77777778,18.33333333,45,9,18
23.33333333,15.55555556,45,9,19
23.33333333,13.88888889,45,9,20
24.44444444,15.55555556,45,9,21
23.88888889,15.55555556,45,9,22
24.44444444,20,45,9,23
24.44444444,18.88888889,45,9,24
24.44444444,17.77777778,45,9,25
24.44444444,19.44444444,45,9,26
24.44444444,17.77777778,45,9,27
23.88888889,17.22222222,45,9,28
23.33333333,18.33333333,45,9,29
28.88888889,18.33333333,45,9,30
33.33333333,18.88888889,45,10,1
27.77777778,18.33333333,45,10,2
25,14.44444444,45,10,3
27.22222222,18.33333333,45,10,4
26.11111111,14.44444444,45,10,5
24.44444444,15,45,10,6
25.55555556,13.88888889,45,10,7
24.44444444,14.44444444,45,10,8
22.77777778,13.88888889,45,10,9
23.33333333,12.77777778,45,10,10
35,17.77777778,45,10,11
34.44444444,21.66666667,45,10,12
29.44444444,18.33333333,45,10,13
29.44444444,20.55555556,45,10,14
31.66666667,20,45,10,15
32.22222222,19.44444444,45,10,16
33.88888889,22.77777778,45,10,17
30,21.66666667,45,10,18
22.77777778,16.66666667,45,10,19
23.88888889,14.44444444,45,10,20
23.33333333,15,45,10,21
22.77777778,15,45,10,22
22.77777778,16.11111111,45,10,23
22.22222222,13.88888889,45,10,24
21.66666667,14.44444444,45,10,25
22.22222222,13.88888889,45,10,26
22.22222222,11.66666667,45,10,27
20,14.44444444,45,10,28
20,14.44444444,45,10,29
20,14.44444444,45,10,30
21.11111111,13.88888889,45,10,31
21.66666667,11.11111111,45,11,1
20.55555556,12.77777778,45,11,2
21.11111111,13.33333333,45,11,3
23.33333333,11.66666667,45,11,4
26.66666667,12.22222222,45,11,5
31.66666667,17.22222222,45,11,6
35,20.55555556,45,11,7
30,18.88888889,45,11,8
25,17.22222222,45,11,9
22.22222222,16.66666667,45,11,10
23.33333333,13.88888889,45,11,11
22.22222222,15.55555556,45,11,12
22.22222222,13.33333333,45,11,13
25,12.77777778,45,11,14
23.33333333,13.33333333,45,11,15
23.33333333,17.77777778,45,11,16
18.88888889,13.88888889,45,11,17
21.11111111,13.88888889,45,11,18
21.11111111,15.55555556,45,11,19
20,12.77777778,45,11,20
20.55555556,13.33333333,45,11,21
20,11.11111111,45,11,22
18.88888889,11.11111111,45,11,23
20,9.444444444,45,11,24
22.77777778,9.444444444,45,11,25
17.77777778,14.44444444,45,11,26
19.44444444,13.88888889,45,11,27
21.66666667,14.44444444,45,11,28
22.22222222,15,45,11,29
21.11111111,14.44444444,45,11,30
20.55555556,13.33333333,45,12,1
19.44444444,12.77777778,45,12,2
18.88888889,12.22222222,45,12,3
19.44444444,11.11111111,45,12,4
18.88888889,10,45,12,5
18.88888889,11.11111111,45,12,6
19.44444444,11.66666667,45,12,7
19.44444444,7.777777778,45,12,8
18.88888889,8.888888889,45,12,9
19.44444444,13.88888889,45,12,10
20,13.88888889,45,12,11
18.33333333,11.66666667,45,12,12
18.33333333,11.66666667,45,12,13
20.55555556,11.11111111,45,12,14
20,8.888888889,45,12,15
23.88888889,8.888888889,45,12,16
19.44444444,12.22222222,45,12,17
19.44444444,13.33333333,45,12,18
20,16.66666667,45,12,19
22.22222222,14.44444444,45,12,20
17.77777778,12.22222222,45,12,21
17.77777778,12.22222222,45,12,22
18.88888889,13.88888889,45,12,23
19.44444444,12.77777778,45,12,24
18.33333333,10.55555556,45,12,25
17.77777778,10,45,12,26
18.33333333,10,45,12,27
19.44444444,10.55555556,45,12,28
17.77777778,7.777777778,45,12,29
18.88888889,10,45,12,30
17.77777778,6.111111111,45,12,31
20,6.666666667,43,1,19
25.55555556,5,43,1,20
15,7.777777778,43,1,21
17.22222222,6.666666667,43,1,22
18.33333333,3.888888889,43,1,23
20,5,43,1,24
21.11111111,4.444444444,43,1,25
20,2.222222222,43,1,26
21.66666667,4.444444444,43,1,27
20.55555556,5.555555556,43,1,28
20,5.555555556,43,1,29
20,5,43,1,30
21.66666667,5,43,1,31
23.33333333,5.555555556,43,2,1
22.77777778,6.111111111,43,2,2
23.88888889,6.111111111,43,2,3
16.66666667,5.555555556,43,2,4
20,6.666666667,43,2,5
21.66666667,5,43,2,6
21.11111111,6.666666667,43,2,7
19.44444444,6.111111111,43,2,8
19.44444444,5,43,2,9
21.66666667,4.444444444,43,2,10
22.77777778,4.444444444,43,2,11
22.22222222,6.111111111,43,2,12
25,6.111111111,43,2,13
21.66666667,7.777777778,43,2,14
18.33333333,8.333333333,43,2,15
20,8.333333333,43,2,16
12.22222222,3.333333333,43,2,17
7.777777778,1.111111111,43,2,18
15,-0.555555556,43,2,19
18.33333333,5.555555556,43,2,20
17.22222222,7.777777778,43,2,21
20,5.555555556,43,2,22
20,6.111111111,43,2,23
21.11111111,5.555555556,43,2,24
17.77777778,8.333333333,43,2,25
17.77777778,4.444444444,43,2,26
17.22222222,2.777777778,43,2,27
19.44444444,4.444444444,43,2,28
25.55555556,8.888888889,43,3,1
24.44444444,15.55555556,43,3,2
20.55555556,11.66666667,43,3,3
22.22222222,2.777777778,43,3,4
25.55555556,6.111111111,43,3,5
24.44444444,6.666666667,43,3,6
23.88888889,13.88888889,43,3,7
22.22222222,11.66666667,43,3,8
20.55555556,8.888888889,43,3,9
18.33333333,8.888888889,43,3,10
18.33333333,6.666666667,43,3,11
18.88888889,7.222222222,43,3,12
20,8.333333333,43,3,13
19.44444444,6.111111111,43,3,14
20.55555556,8.888888889,43,3,15
17.22222222,8.333333333,43,3,16
17.22222222,6.666666667,43,3,17
18.33333333,5.555555556,43,3,18
25,6.111111111,43,3,19
17.22222222,7.777777778,43,3,20
20,6.111111111,43,3,21
18.88888889,10,43,3,22
24.44444444,6.666666667,43,3,23
24.44444444,10,43,3,24
18.88888889,10,43,3,25
16.11111111,8.333333333,43,3,26
18.33333333,8.888888889,43,3,27
20,7.777777778,43,3,28
21.11111111,7.777777778,43,3,29
22.77777778,7.222222222,43,3,30
25.55555556,8.888888889,43,3,31
27.77777778,7.777777778,43,4,1
28.88888889,8.333333333,43,4,2
28.88888889,10,43,4,3
27.77777778,10.55555556,43,4,4
25.55555556,10,43,4,5
30.55555556,11.11111111,43,4,6
31.11111111,12.22222222,43,4,7
29.44444444,10,43,4,8
28.33333333,10,43,4,9
30,12.22222222,43,4,10
29.44444444,13.33333333,43,4,11
28.33333333,11.11111111,43,4,12
29.44444444,9.444444444,43,4,13
21.66666667,11.11111111,43,4,14
23.88888889,12.22222222,43,4,15
23.88888889,8.888888889,43,4,16
27.22222222,8.888888889,43,4,17
27.22222222,12.77777778,43,4,18
25.55555556,11.11111111,43,4,19
21.66666667,11.66666667,43,4,20
22.22222222,11.11111111,43,4,21
22.77777778,9.444444444,43,4,22
20.55555556,10,43,4,23
25,8.888888889,43,4,24
27.77777778,11.11111111,43,4,25
29.44444444,12.77777778,43,4,26
30.55555556,14.44444444,43,4,27
21.11111111,12.77777778,43,4,28
23.88888889,9.444444444,43,4,29
26.11111111,16.66666667,43,4,30
20.55555556,11.11111111,43,5,1
19.44444444,13.88888889,43,5,2
21.11111111,13.88888889,43,5,3
21.66666667,13.88888889,43,5,4
24.44444444,13.88888889,43,5,5
20,11.66666667,43,5,6
21.11111111,7.777777778,43,5,7
20,10.55555556,43,5,8
27.77777778,13.33333333,43,5,9
30,17.22222222,43,5,10
34.44444444,15.55555556,43,5,11
35,16.11111111,43,5,12
35.55555556,18.88888889,43,5,13
35,16.11111111,43,5,14
36.66666667,16.11111111,43,5,15
37.22222222,17.77777778,43,5,16
33.33333333,13.88888889,43,5,17
29.44444444,11.66666667,43,5,18
28.33333333,12.77777778,43,5,19
29.44444444,14.44444444,43,5,20
27.22222222,16.11111111,43,5,21
31.11111111,16.11111111,43,5,22
35.55555556,17.22222222,43,5,23
35,17.22222222,43,5,24
37.22222222,18.33333333,43,5,25
39.44444444,16.66666667,43,5,26
36.11111111,17.77777778,43,5,27
36.66666667,18.33333333,43,5,28
35.55555556,15,43,5,29
35,16.66666667,43,5,30
35.55555556,15.55555556,43,5,31
34.44444444,16.11111111,43,6,1
36.66666667,17.77777778,43,6,2
40,18.33333333,43,6,3
37.77777778,18.33333333,43,6,4
37.77777778,14.44444444,43,6,5
33.88888889,14.44444444,43,6,6
35.55555556,18.33333333,43,6,7
35,17.22222222,43,6,8
36.11111111,18.33333333,43,6,9
37.77777778,17.77777778,43,6,10
37.22222222,18.33333333,43,6,11
38.33333333,16.66666667,43,6,12
39.44444444,18.33333333,43,6,13
38.33333333,18.33333333,43,6,14
36.66666667,17.77777778,43,6,15
38.33333333,20,43,6,16
38.33333333,20,43,6,17
37.22222222,17.77777778,43,6,18
35.55555556,16.66666667,43,6,19
34.44444444,16.11111111,43,6,20
34.44444444,20.55555556,43,6,21
37.77777778,22.22222222,43,6,22
40.55555556,18.33333333,43,6,23
40.55555556,17.22222222,43,6,24
38.33333333,20,43,6,25
37.22222222,15.55555556,43,6,26
36.66666667,15.55555556,43,6,27
38.88888889,20.55555556,43,6,28
40,21.66666667,43,6,29
38.88888889,15.55555556,43,6,30
33.88888889,17.77777778,43,7,1
32.22222222,15.55555556,43,7,2
32.22222222,17.22222222,43,7,3
32.22222222,18.88888889,43,7,4
32.22222222,17.77777778,43,7,5
33.33333333,15.55555556,43,7,6
34.44444444,16.11111111,43,7,7
35.55555556,15.55555556,43,7,8
35.55555556,16.66666667,43,7,9
37.22222222,18.33333333,43,7,10
37.77777778,17.22222222,43,7,11
41.11111111,14.44444444,43,7,12
40.55555556,19.44444444,43,7,13
38.88888889,18.88888889,43,7,14
40,19.44444444,43,7,15
39.44444444,20.55555556,43,7,16
41.11111111,18.88888889,43,7,17
37.22222222,15.55555556,43,7,18
33.33333333,16.11111111,43,7,19
34.44444444,17.22222222,43,7,20
36.66666667,17.77777778,43,7,21
36.11111111,18.33333333,43,7,22
38.33333333,17.77777778,43,7,23
35.55555556,15.55555556,43,7,24
33.33333333,15.55555556,43,7,25
31.66666667,15,43,7,26
33.33333333,15.55555556,43,7,27
33.33333333,15.55555556,43,7,28
34.44444444,16.66666667,43,7,29
36.11111111,16.66666667,43,7,30
33.88888889,16.11111111,43,7,31
33.33333333,17.22222222,43,8,1
31.66666667,16.11111111,43,8,2
35,18.88888889,43,8,3
38.88888889,19.44444444,43,8,4
32.22222222,23.33333333,43,8,5
40,23.33333333,43,8,6
40,16.66666667,43,8,7
41.66666667,23.88888889,43,8,8
43.88888889,22.77777778,43,8,9
40.55555556,19.44444444,43,8,10
40,20.55555556,43,8,11
41.66666667,26.11111111,43,8,12
42.22222222,21.11111111,43,8,13
42.22222222,23.88888889,43,8,14
43.33333333,21.11111111,43,8,15
42.77777778,22.77777778,43,8,16
42.77777778,16.66666667,43,8,17
42.22222222,22.77777778,43,8,18
37.77777778,24.44444444,43,8,19
39.44444444,21.66666667,43,8,20
37.77777778,18.88888889,43,8,21
34.44444444,20.55555556,43,8,22
36.66666667,18.33333333,43,8,23
37.22222222,17.22222222,43,8,24
37.77777778,18.33333333,43,8,25
37.22222222,17.77777778,43,8,26
39.44444444,17.22222222,43,8,27
40,18.88888889,43,8,28
41.11111111,18.88888889,43,8,29
42.77777778,20.55555556,43,8,30
40,22.22222222,43,8,31
39.44444444,20.55555556,43,9,1
38.33333333,19.44444444,43,9,2
38.33333333,17.77777778,43,9,3
37.77777778,19.44444444,43,9,4
39.44444444,21.11111111,43,9,5
41.11111111,21.11111111,43,9,6
37.77777778,21.11111111,43,9,7
34.44444444,20,43,9,8
34.44444444,20,43,9,9
33.33333333,17.77777778,43,9,10
31.66666667,16.11111111,43,9,11
31.11111111,16.66666667,43,9,12
28.88888889,16.66666667,43,9,13
27.77777778,15.55555556,43,9,14
29.44444444,13.88888889,43,9,15
31.66666667,15,43,9,16
31.66666667,14.44444444,43,9,17
31.66666667,15,43,9,18
25.55555556,13.88888889,43,9,19
26.66666667,14.44444444,43,9,20
34.44444444,12.22222222,43,9,21
27.77777778,15,43,9,22
27.22222222,15.55555556,43,9,23
27.22222222,15.55555556,43,9,24
22.22222222,14.44444444,43,9,25
26.11111111,12.77777778,43,9,26
23.33333333,10,43,9,27
27.77777778,12.77777778,43,9,28
29.44444444,12.77777778,43,9,29
31.11111111,12.77777778,43,9,30
32.22222222,17.22222222,43,10,1
31.11111111,16.66666667,43,10,2
27.22222222,17.22222222,43,10,3
30.55555556,13.33333333,43,10,4
33.33333333,19.44444444,43,10,5
32.77777778,14.44444444,43,10,6
32.22222222,13.88888889,43,10,7
20,12.22222222,43,10,8
22.22222222,11.11111111,43,10,9
25,10.55555556,43,10,10
29.44444444,12.22222222,43,10,11
31.66666667,12.22222222,43,10,12
31.11111111,14.44444444,43,10,13
31.11111111,13.88888889,43,10,14
25.55555556,12.22222222,43,10,15
26.11111111,11.66666667,43,10,16
25.55555556,11.11111111,43,10,17
28.88888889,10,43,10,18
25,11.11111111,43,10,19
28.88888889,11.11111111,43,10,20
28.88888889,12.22222222,43,10,21
27.22222222,11.66666667,43,10,22
